('Total Revenue', '318,273,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         1158513 function calls (1124402 primitive calls) in 3.667 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:2129(getLogger)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        9    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
        9    0.000    0.000    0.000    0.000 enum.py:346(__init__)
      9/8    0.000    0.000    0.042    0.005 <frozen importlib._bootstrap_external>:1318(create_module)
        9    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:1326(exec_module)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.001    0.000 enum.py:484(__prepare__)
        9    0.000    0.000    0.001    0.000 inspect.py:2841(__str__)
        9    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
        9    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
        9    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        9    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
        9    0.000    0.000    0.000    0.000 _connection.py:320(_get_io_object)
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      9/8    0.020    0.002    0.042    0.005 {built-in method _imp.create_dynamic}
        9    0.005    0.001    0.005    0.001 {built-in method _imp.exec_dynamic}
        8    0.000    0.000    0.000    0.000 enum.py:1459(_missing_)
        8    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
        8    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
        8    0.000    0.000    0.000    0.000 element.py:530(get_text)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
        8    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        8    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
        8    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
        7    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
        7    0.000    0.000    0.001    0.000 inspect.py:2383(_signature_from_function)
        7    0.000    0.000    0.002    0.000 inspect.py:3094(from_callable)
        7    0.000    0.000    0.002    0.000 inspect.py:3373(signature)
      7/3    0.000    0.000    0.000    0.000 typing.py:1577(__repr__)
        7    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        7    0.000    0.000    0.000    0.000 typing.py:1446(__or__)
        7    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        7    0.000    0.000    0.000    0.000 request.py:307(full_url)
        7    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        7    0.000    0.000    0.000    0.000 _headers.py:209(get_comma_header)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_iso2022.getcodec}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_jp.getcodec}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        6    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
        6    0.000    0.000    0.000    0.000 functools.py:435(_unwrap_partial)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1027(__iter__)
        6    0.000    0.000    0.000    0.000 __init__.py:280(finditer)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        6    0.000    0.000    0.001    0.000 inspect.py:3318(format)
        6    0.000    0.000    0.000    0.000 inspect.py:2145(_signature_is_functionlike)
        6    0.000    0.000    0.001    0.000 inspect.py:3315(__str__)
        6    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 inspect.py:2105(_signature_bound_method)
        6    0.000    0.000    0.000    0.000 inspect.py:534(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:2131(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 inspect.py:2478(_descriptor_get)
        6    0.000    0.000    0.000    0.000 inspect.py:3110(replace)
        6    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        6    0.000    0.000    0.000    0.000 typing.py:2754(final)
        6    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
        6    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        6    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        6    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        6    0.000    0.000    0.000    0.000 request.py:357(get_full_url)
        6    0.000    0.000    0.000    0.000 parse.py:875(quote)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        6    0.000    0.000    0.000    0.000 cookiejar.py:678(escape_path)
        6    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
        6    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        5    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
        5    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        5    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        5    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
        5    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        5    0.000    0.000    0.000    0.000 request.py:371(add_header)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.002    0.000    0.549    0.110 {method 'join' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        4    0.000    0.000    0.000    0.000 <frozen os>:780(check_str)
        4    0.000    0.000    0.000    0.000 <frozen os>:786(encodekey)
        4    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        4    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        4    0.000    0.000    0.000    0.000 functools.py:1001(__set_name__)
        4    0.000    0.000    0.000    0.000 functools.py:995(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:646(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        4    0.000    0.000    0.000    0.000 typing.py:511(__init_subclass__)
        4    0.000    0.000    0.000    0.000 inspect.py:2811(default)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        4    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        4    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        4    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        4    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        4    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        4    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:309(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:312(__exit__)
        4    0.000    0.000    0.000    0.000 _headers.py:104(__init__)
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot_ex}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _codecs_cn.getcodec}
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 __init__.py:183(sub)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        3    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        3    0.000    0.000    0.000    0.000 copy.py:62(copy)
        3    0.000    0.000    0.000    0.000 _parser.py:294(seek)
        3    0.000    0.000    0.000    0.000 typing.py:1776(__repr__)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        3    0.000    0.000    0.001    0.000 typing.py:2979(_make_nmtuple)
        3    0.000    0.000    0.002    0.001 typing.py:2998(__new__)
        3    0.001    0.000    0.002    0.001 _exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1668(set_cookie)
        3    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
        3    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
        3    0.000    0.000    0.000    0.000 typing.py:1813(__hash__)
        3    0.000    0.000    0.000    0.000 typing.py:3719(override)
        3    0.000    0.000    0.000    0.000 __init__.py:899(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1354(disable)
        3    0.000    0.000    0.000    0.000 __init__.py:1751(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
        3    0.000    0.000    0.000    0.000 parse.py:692(unquote)
        3    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
        3    0.000    0.000    0.000    0.000 message.py:150(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:950(set_ok)
        3    0.000    0.000    0.000    0.000 cookiejar.py:996(set_ok_name)
        3    0.000    0.000    0.000    0.000 cookiejar.py:621(request_host)
        3    0.000    0.000    0.000    0.000 cookiejar.py:969(set_ok_version)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1005(set_ok_path)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        3    0.000    0.000    0.000    0.000 cookiejar.py:648(request_path)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1076(set_ok_port)
        3    0.000    0.000    0.000    0.000 _local.py:498(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:984(set_ok_verifiability)
        3    0.000    0.000    0.000    0.000 cookiejar.py:942(is_not_allowed)
        3    0.000    0.000    0.000    0.000 cookiejar.py:927(is_blocked)
        3    0.000    0.000    0.000    0.000 cookiejar.py:637(eff_request_host)
        3    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        3    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1487(_cookie_from_cookie_tuple)
        3    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        3    0.000    0.000    0.000    0.000 _headers.py:152(normalize_and_validate)
        3    0.000    0.000    0.000    0.000 _connection.py:544(send_with_data_passthrough)
        3    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        3    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        3    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        3    0.000    0.000    0.000    0.000 _models.py:162(__init__)
        3    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        3    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        3    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
        3    0.000    0.000    0.000    0.000 _connection.py:517(send)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _codecs_kr.getcodec}
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        2    0.000    0.000    0.000    0.000 enum.py:1722(global_enum)
        2    0.000    0.000    0.000    0.000 functools.py:844(dispatch)
        2    0.000    0.000    0.000    0.000 cp1251.py:18(encode)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:945(pop)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        2    0.000    0.000    0.002    0.001 <frozen codecs>:322(decode)
        2    0.000    0.000    0.000    0.000 <frozen os>:1127(__subclasshook__)
        2    0.000    0.000    0.000    0.000 functools.py:677(cache)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        2    0.000    0.000    0.000    0.000 functools.py:767(is_related)
        2    0.000    0.000    0.000    0.000 functools.py:930(wrapper)
        2    0.000    0.000    0.000    0.000 inspect.py:422(_has_coroutine_mark)
        2    0.000    0.000    0.000    0.000 functools.py:440(_unwrap_partialmethod)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        2    0.000    0.000    0.000    0.000 inspect.py:399(_has_code_flag)
        2    0.000    0.000    0.000    0.000 inspect.py:437(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        2    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
        2    0.000    0.000    0.000    0.000 contextlib.py:309(asynccontextmanager)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        2    0.000    0.000    0.000    0.000 __init__.py:313(deprecated_argument)
        2    0.000    0.000    0.000    0.000 warnings.py:576(__call__)
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        2    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        2    0.000    0.000    0.036    0.018 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        2    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        2    0.000    0.000    0.000    0.000 _models.py:328(__delitem__)
        2    0.000    0.000    0.000    0.000 _config.py:86(__init__)
        2    0.000    0.000    0.000    0.000 idna.py:179(encode)
        2    0.000    0.000    0.000    0.000 __init__.py:282(reset)
        2    0.000    0.000    0.000    0.000 warnings.py:560(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:257(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1308(append)
        2    0.000    0.000    0.000    0.000 __init__.py:1302(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        2    0.000    0.000    0.000    0.000 threading.py:398(notify)
        2    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        2    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:620(set)
        2    0.000    0.000    0.100    0.050 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.034    0.017    0.494    0.247 parser.py:189(goahead)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.491    0.245 _api.py:1(<module>)
        2    0.000    0.000    0.004    0.002 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.042    0.021 http11.py:1(<module>)
        2    0.000    0.000    0.020    0.010 _sockets.py:1(<module>)
        2    0.000    0.000    0.011    0.006 _streams.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <string>:5(__eq__)
        2    0.000    0.000    0.073    0.037 _models.py:1(<module>)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
        2    0.000    0.000    0.007    0.004 _eventloop.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _client.py:445(_build_auth)
        2    0.000    0.000    0.000    0.000 _auth.py:62(sync_auth_flow)
        2    0.000    0.000    0.000    0.000 message.py:535(get_all)
        2    0.000    0.000    0.000    0.000 _auth.py:38(auth_flow)
        2    0.000    0.000    0.000    0.000 _client.py:318(cookies)
        2    0.000    0.000    0.000    0.000 utils.py:357(unquote)
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        2    0.000    0.000    0.000    0.000 _models.py:167(__eq__)
        2    0.000    0.000    0.000    0.000 _models.py:1270(info)
        2    0.000    0.000    0.000    0.000 calendar.py:101(__init__)
        2    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
        2    0.000    0.000    0.000    0.000 _models.py:242(get)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1579(_cookies_from_attrs_set)
        2    0.000    0.000    0.000    0.000 _urlparse.py:422(validate_path)
        2    0.000    0.000    0.171    0.086 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:460(strip_quotes)
        2    0.000    0.000    0.000    0.000 _models.py:635(content)
        2    0.000    0.000    0.000    0.000 _decoders.py:233(__init__)
        2    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        2    0.000    0.000    0.000    0.000 _urls.py:282(raw_path)
        2    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
        2    0.000    0.000    0.000    0.000 _local.py:298(root)
        2    0.000    0.000    0.000    0.000 _local.py:307(_tail)
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        2    0.000    0.000    0.013    0.006 core.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1390(_normalized_cookie_tuples)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        2    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
        2    0.000    0.000    0.000    0.000 _urlparse.py:213(urlparse)
        2    0.000    0.000    0.003    0.001 socks_proxy.py:1(<module>)
        2    0.000    0.000    0.107    0.053 _synchronization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _connection.py:93(_body_framing)
        2    0.000    0.000    0.001    0.000 http_proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        2    0.000    0.000    0.002    0.001 http2.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        2    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        2    0.000    0.000    0.000    0.000 _urlparse.py:395(normalize_port)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection.py:192(is_idle)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:371(__init__)
        2    0.000    0.000    0.000    0.000 _synchronization.py:240(__init__)
        2    0.000    0.000    0.000    0.000 sync.py:121(__init__)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        2    0.000    0.000    0.000    0.000 http11.py:288(is_idle)
        2    0.000    0.000    0.000    0.000 http11.py:324(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.000    0.000 http11.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        2    0.000    0.000    0.000    0.000 _connection.py:84(_keep_alive)
        2    0.000    0.000    0.000    0.000 connection_pool.py:389(PoolByteStream)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        2    0.000    0.000    0.031    0.015 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.002    0.001    0.002    0.001 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs_tw.getcodec}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method '__set_name__' of 'property' objects}
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.005    0.005 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1007(getincrementaldecoder)
        1    0.000    0.000    0.000    0.000 functools.py:800(_find_impl)
        1    0.000    0.000    0.000    0.000 __init__.py:673(update)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
        1    0.000    0.000    0.018    0.018 <frozen importlib._bootstrap_external>:1223(get_resource_reader)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:411(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:86(TreeBuilderRegistry)
        1    0.000    0.000    0.000    0.000 _parser.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 enum.py:180(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:1248(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:102(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 contextlib.py:450(__exit__)
        1    0.000    0.000    0.000    0.000 functools.py:887(<lambda>)
        1    0.000    0.000    0.011    0.011 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:50(normcase)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:99(join)
        1    0.000    0.000    0.000    0.000 functools.py:758(_compose_mro)
        1    0.000    0.000    0.002    0.002 _main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:1786(_shadowed_dict_from_weakref_mro_tuple)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 __init__.py:791(_root_tag_encountered)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 element.py:1461(NavigableString)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:212(_processoptions)
        1    0.000    0.000    0.000    0.000 contextlib.py:444(__init__)
        1    0.001    0.001    0.178    0.178 api.py:1(<module>)
        1    0.000    0.000    0.012    0.012 css_match.py:1(<module>)
        1    0.000    0.000    0.300    0.300 dammit.py:1(<module>)
        1    0.001    0.001    0.001    0.001 entities.py:1(<module>)
        1    0.000    0.000    0.001    0.001 filter.py:1(<module>)
