('Total Revenue', '318,273,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         1139846 function calls (1105635 primitive calls) in 3.588 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      280    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
       63    0.000    0.000    0.000    0.000 typing.py:2696(overload)
        1    0.000    0.000    0.000    0.000 functools.py:800(_find_impl)
      348    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
        2    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
      906    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:241(split)
        1    0.000    0.000    0.000    0.000 cp858.py:1(<module>)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.000    0.000 client.py:1084(_send_output)
        1    0.000    0.000    0.000    0.000 cp850.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1253.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:758(_compose_mro)
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
      167    0.000    0.000    0.000    0.000 enum.py:199(__get__)
        2    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1029(send)
        1    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.000    0.000 gb2312.py:1(<module>)
      228    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
      307    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
      226    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
      227    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 iso2022_jp_2004.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1254.py:1(<module>)
  105/103    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      943    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
  121/103    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x000002C06EC32D40}
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
        1    0.000    0.000    0.000    0.000 cp852.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:99(proxy_bypass_registry)
        8    0.000    0.000    0.000    0.000 message.py:500(get)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
       27    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
      311    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp866.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ascii.py:1(<module>)
      307    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 koi8_r.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp737.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp855.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:678(escape_path)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 cp864.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp869.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
       46    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 cp860.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:697(prepare_cookies)
        1    0.000    0.000    0.000    0.000 _collections.py:341(extend)
       13    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
       51    0.000    0.000    0.000    0.000 enum.py:1439(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       42    0.000    0.000    0.000    0.000 filter.py:224(__init__)
      274    0.000    0.000    0.000    0.000 response.py:187(has_unconsumed_tail)
      359    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
       29    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp862.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:2104(__instancecheck__)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 cookies.py:153(get_cookie_header)
        1    0.000    0.000    0.000    0.000 johab.py:1(<module>)
      304    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
    80/54    0.000    0.000    0.000    0.000 typing.py:1773(__hash__)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp861.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp775.py:1(<module>)
        7    0.000    0.000    0.000    0.000 utils.py:376(to_key_val_list)
       14    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
       39    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:23(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:3373(signature)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
      716    0.000    0.000    0.000    0.000 ssl.py:1117(_checkClosed)
        1    0.000    0.000    0.000    0.000 inspect.py:3094(from_callable)
       54    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.000    0.000 request.py:2741(getproxies)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       27    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
        4    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
      178    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 iso2022_jp_3.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1005(set_ok_path)
        1    0.000    0.000    0.000    0.000 connection.py:390(putrequest)
        1    0.000    0.000    0.000    0.000 shift_jisx0213.py:1(<module>)
       13    0.000    0.000    0.000    0.000 parse.py:875(quote)
        1    0.000    0.000    0.000    0.000 inspect.py:2487(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 shift_jis.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method nt._path_exists}
        1    0.000    0.000    0.000    0.000 ptcp154.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        5    0.000    0.000    0.000    0.000 connection.py:410(putheader)
       26    0.000    0.000    0.000    0.000 enum.py:1449(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 cp1026.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_iso2022.getcodec}
        1    0.000    0.000    0.000    0.000 ssl.py:1225(send)
      214    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 message.py:602(get_content_type)
        1    0.000    0.000    0.000    0.000 cp875.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 koi8_u.py:1(<module>)
       57    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 hz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso2022_jp_1.py:1(<module>)
       93    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        6    0.000    0.000    0.000    0.000 cookiejar.py:648(request_path)
      245    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 cp950.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 mac_roman.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euc_jp.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:45(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.000    0.000 latin_1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
       39    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
       12    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
       27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       70    0.000    0.000    0.000    0.000 enum.py:764(__delattr__)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        1    0.000    0.000    0.000    0.000 tis_620.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso2022_jp_ext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1256.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1255.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl_.py:141(resolve_cert_reqs)
       11    0.000    0.000    0.000    0.000 queue.py:137(put)
       34    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
        4    0.000    0.000    0.000    0.000 message.py:535(get_all)
        1    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
      356    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
        1    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 koi8_t.py:1(<module>)
        7    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        9    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        1    0.000    0.000    0.000    0.000 cp856.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:489(items)
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1006.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 models.py:151(_encode_params)
        1    0.000    0.000    0.000    0.000 euc_kr.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:637(eff_request_host)
      308    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2383(_signature_from_function)
        1    0.000    0.000    0.000    0.000 cp874.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
        1    0.000    0.000    0.000    0.000 _local.py:329(parent)
        1    0.000    0.000    0.000    0.000 cp037.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mac_turkish.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:177(get)
        1    0.000    0.000    0.000    0.000 cp1258.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kz1048.py:1(<module>)
      202    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
       14    0.000    0.000    0.000    0.000 enum.py:987(_find_data_type_)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1140.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:508(__exit__)
        1    0.000    0.000    0.000    0.000 cp1250.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        8    0.000    0.000    0.000    0.000 element.py:530(get_text)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 cp500.py:1(<module>)
      134    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 cp273.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1390(_normalized_cookie_tuples)
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.000    0.000 cp720.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1057(_new_conn)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:1(<module>)
      388    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adapters.py:307(cert_verify)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
        1    0.000    0.000    0.000    0.000 cp424.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:722(__init__)
        1    0.000    0.000    0.000    0.000 cp1257.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:883(close)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        1    0.000    0.000    0.000    0.000 mac_greek.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        2    0.000    0.000    0.000    0.000 adapters.py:201(__init__)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:1(<module>)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
       76    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        5    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       13    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        5    0.000    0.000    0.000    0.000 client.py:1294(putheader)
        3    0.000    0.000    0.000    0.000 cookies.py:579(cookiejar_from_dict)
       13    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       18    0.000    0.000    0.000    0.000 cookies.py:60(get_full_url)
      197    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        3    0.000    0.000    0.000    0.000 message.py:626(get_content_maintype)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
        1    0.000    0.000    0.000    0.000 structures.py:89(copy)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        1    0.000    0.000    0.000    0.000 adapters.py:565(request_url)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
      348    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       27    0.000    0.000    0.000    0.000 _collections.py:306(add)
      300    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        3    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
      348    0.000    0.000    0.000    0.000 utils.py:91(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1352(__init__)
       12    0.000    0.000    0.000    0.000 <frozen os>:786(encodekey)
        6    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
        2    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        8    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
       26    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
        4    0.000    0.000    0.000    0.000 typing.py:2078(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 adapters.py:555(close)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       34    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
       43    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
        3    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 models.py:563(prepare_headers)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
      129    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        6    0.000    0.000    0.000    0.000 cookies.py:105(origin_req_host)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
       43    0.000    0.000    0.000    0.000 structures.py:59(__setitem__)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        7    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
       51    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 response.py:600(_init_decoder)
        1    0.000    0.000    0.000    0.000 models.py:763(__init__)
      175    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1357(add_cookie_header)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:555(options)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
       40    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
      107    0.000    0.000    0.000    0.000 constant.py:417(<lambda>)
      129    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        2    0.000    0.000    0.000    0.000 functools.py:677(cache)
      129    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:551(domain_match)
        6    0.000    0.000    0.000    0.000 cookies.py:57(get_origin_req_host)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
      129    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 connection.py:621(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:329(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        2    0.000    0.000    0.000    0.000 poolmanager.py:281(clear)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
      184    0.000    0.000    0.000    0.000 <frozen os>:735(__iter__)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
      129    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       76    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      129    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 utils.py:885(select_proxy)
       36    0.000    0.000    0.000    0.000 structures.py:64(__getitem__)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
       28    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
        6    0.000    0.000    0.000    0.000 cookies.py:382(set_cookie)
        2    0.000    0.000    0.000    0.000 response.py:892(_error_catcher)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
       32    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 utils.py:951(default_headers)
      147    0.000    0.000    0.000    0.000 financial.py:27(<lambda>)
        3    0.000    0.000    0.000    0.000 retry.py:219(__init__)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
        1    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      121    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        1    0.000    0.000    0.000    0.000 ssl.py:541(minimum_version)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        6    0.000    0.000    0.000    0.000 cookies.py:54(get_host)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:278(handle_decl)
        1    0.000    0.000    0.000    0.000 response.py:356(_get_decoder)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
      167    0.000    0.000    0.000    0.000 enum.py:1337(value)
        8    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 response.py:466(__init__)
      143    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 response.py:787(release_conn)
        6    0.000    0.000    0.000    0.000 cookiejar.py:692(reach)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
       23    0.000    0.000    0.000    0.000 threading.py:398(notify)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        4    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        7    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
       18    0.000    0.000    0.000    0.000 cookiejar.py:536(is_HDN)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        1    0.000    0.000    0.000    0.000 response.py:689(HTTPResponse)
       21    0.000    0.000    0.000    0.000 element.py:3195(__init__)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:44(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 models.py:112(path_url)
        1    0.000    0.000    0.000    0.000 response.py:132(__init__)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 models.py:109(RequestEncodingMixin)
        4    0.000    0.000    0.000    0.000 typing.py:2138(_proto_hook)
       13    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:343(expanduser)
        4    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:2754(__init__)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_jp.getcodec}
        2    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 request.py:2692(getproxies_registry)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:1818(getattr_static)
        5    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
       27    0.000    0.000    0.000    0.000 message.py:517(set_raw)
        1    0.000    0.000    0.000    0.000 models.py:12(CharsetMatch)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 models.py:668(prepare_auth)
        1    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
